name,gene,uniprot,location,origin,lr_type
AF-Q9NZI8-F1-model_v4,IGF2BP1,Q9NZI8,"Nucleus;Cytoplasm;Cytoplasm, perinuclear region;Cytoplasm, P-body;Cytoplasm, Stress granule;Cell projection, lamellipodium;Cell projection, dendrite;Cell projection, dendritic spine;Cell projection, growth cone;Cell projection, filopodium;Cell projection, axon",u,receptor
AF-Q9NZK5-F1-model_v4,ADA2,Q9NZK5,Secreted,u,ligand
AF-Q9NZK7-F1-model_v4,PLA2G2E,Q9NZK7,Secreted;Cytoplasm,u,ligand
AF-Q9NZM1-F1-model_v4,MYOF,Q9NZM1,Cell membrane;Nucleus membrane;Cytoplasmic vesicle membrane,u,receptor
AF-Q9NZM6-F1-model_v4,PKD2L2,Q9NZM6,Membrane,u,receptor
AF-Q9NZN1-F1-model_v4,IL1RAPL1,Q9NZN1,"Cell membrane;Cytoplasm;Cell projection, axon;Cell projection, dendrite",c,receptor
AF-Q9NZN3-F1-model_v4,EHD3,Q9NZN3,"Recycling endosome membrane;Cell membrane;Cell projection, cilium membrane",u,receptor
AF-Q9NZN4-F1-model_v4,EHD2,Q9NZN4,"Cell membrane;Membrane, caveola;Endosome membrane;Cytoplasm, cytosol",u,receptor
AF-Q9NZN5-F1-model_v4,ARHGEF12,Q9NZN5,Cytoplasm;Membrane,u,receptor
AF-Q9NZP0-F1-model_v4,OR6C3,Q9NZP0,Cell membrane,u,receptor
AF-Q9NZP2-F1-model_v4,OR6C2,Q9NZP2,Cell membrane,u,receptor
AF-Q9NZP5-F1-model_v4,OR5AC2,Q9NZP5,Cell membrane,u,receptor
AF-Q9NZP8-F1-model_v4,C1RL,Q9NZP8,Secreted,u,ligand
AF-Q9NZQ7-F1-model_v4,CD274,Q9NZQ7,Cell membrane;Early endosome membrane;Recycling endosome membrane;Cell membrane;Endomembrane system,c,ligand
AF-Q9NZQ8-F1-model_v4,TRPM5,Q9NZQ8,Cell membrane,u,receptor
AF-Q9NZR2-F1-model_v4,LRP1B,Q9NZR2,Membrane,u,receptor
AF-Q9NZS2-F1-model_v4,KLRF1,Q9NZS2,Membrane,c,receptor
AF-Q9NZT2-F1-model_v4,OGFR,Q9NZT2,Cytoplasm;Nucleus,c,receptor
AF-Q9NZU0-F1-model_v4,FLRT3,Q9NZU0,"Cell membrane;Endoplasmic reticulum membrane;Cell junction, focal adhesion;Secreted;Cell projection, axon;Cell projection, growth cone membrane",c,receptor
AF-Q9NZU1-F1-model_v4,FLRT1,Q9NZU1,"Cell membrane;Endoplasmic reticulum membrane;Cytoplasmic vesicle membrane;Cytoplasm, perinuclear region;Cell junction, focal adhesion;Secreted;Cell projection, neuron projection;Cell junction",u,ligand
AF-Q9NZU7-F1-model_v4,CABP1,Q9NZU7,"Cytoplasm, cytoskeleton;Cytoplasm, perinuclear region;Cell membrane;Golgi apparatus;Postsynaptic density;Cytoplasm, cytoskeleton;Cytoplasm, cell cortex;Cell membrane",u,receptor
AF-Q9NZV1-F1-model_v4,CRIM1,Q9NZV1,Secreted;Cell membrane,u,ligand
AF-Q9NZV8-F1-model_v4,KCND2,Q9NZV8,"Cell membrane;Cell projection, dendrite;Synapse;Perikaryon;Postsynaptic cell membrane;Cell projection, dendritic spine;Cell junction",c,receptor
AF-Q9NZW4-F1-model_v4,DSPP,Q9NZW4,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q9NZW5-F1-model_v4,MPP6,Q9NZW5,Membrane,u,receptor
AF-Q9P003-F1-model_v4,CNIH4,Q9P003,Membrane;Endoplasmic reticulum;Endoplasmic reticulum-Golgi intermediate compartment,u,receptor
AF-Q9P021-F1-model_v4,CRIPT,Q9P021,"Cytoplasm;Synapse;Cell projection, dendritic spine",u,receptor
AF-Q9P032-F1-model_v4,NDUFAF4,Q9P032,Mitochondrion;Membrane,u,receptor
AF-Q9P0B6-F1-model_v4,CCDC167,Q9P0B6,Membrane,u,receptor
AF-Q9P0G3-F1-model_v4,KLK14,Q9P0G3,"Secreted, extracellular space",u,ligand
AF-Q9P0K1-F1-model_v4,ADAM22,Q9P0K1,"Cell membrane;Cell projection, axon",u,receptor
AF-Q9P0K9-F1-model_v4,FRRS1L,Q9P0K9,Cell membrane;Synapse,u,receptor
AF-Q9P0L0-F1-model_v4,VAPA,Q9P0L0,"Endoplasmic reticulum membrane;Cell membrane;Cell junction, tight junction;Nucleus membrane",u,receptor
AF-Q9P0L2-F1-model_v4,MARK1,Q9P0L2,"Cell membrane;Cytoplasm, cytoskeleton;Cytoplasm;Cell projection, dendrite",u,receptor
AF-Q9P0L9-F1-model_v4,PKD2L1,Q9P0L9,"Cell projection, cilium membrane;Cell membrane;Cytoplasmic vesicle",u,receptor
AF-Q9P0M4-F1-model_v4,IL17C,Q9P0M4,Secreted,c,ligand
AF-Q9P0N5-F1-model_v4,TMEM216,Q9P0N5,"Membrane;Cytoplasm, cytoskeleton, cilium basal body",u,receptor
AF-Q9P0N8-F1-model_v4,MARCHF2,Q9P0N8,Endoplasmic reticulum membrane;Lysosome membrane;Endosome membrane;Golgi apparatus membrane;Cytoplasm;Cell membrane,u,receptor
AF-Q9P0V3-F1-model_v4,SH3BP4,Q9P0V3,"Membrane, clathrin-coated pit;Cytoplasmic vesicle, clathrin-coated vesicle;Nucleus",u,receptor
AF-Q9P0V8-F1-model_v4,SLAMF8,Q9P0V8,Membrane,u,receptor
AF-Q9P0W0-F1-model_v4,IFNK,Q9P0W0,Secreted,u,ligand
AF-Q9P0X4-F1-model_v4,CACNA1I,Q9P0X4,Membrane,u,receptor
AF-Q9P121-F1-model_v4,NTM,Q9P121,Cell membrane,u,receptor
AF-Q9P126-F1-model_v4,CLEC1B,Q9P126,Membrane,u,receptor
AF-Q9P1A6-F1-model_v4,DLGAP2,Q9P1A6,Cell membrane;Postsynaptic density;Synapse,u,receptor
AF-Q9P1C3-F1-model_v4,PRO2829,Q9P1C3,Secreted,u,ligand
AF-Q9P1P4-F1-model_v4,TAAR3P,Q9P1P4,Cell membrane,u,receptor
AF-Q9P1P5-F1-model_v4,TAAR2,Q9P1P5,Cell membrane,u,receptor
AF-Q9P1Q0-F1-model_v4,VPS54,Q9P1Q0,"Golgi apparatus, trans-Golgi network;Membrane",u,receptor
AF-Q9P1Q5-F1-model_v4,OR1A1,Q9P1Q5,Cell membrane,u,receptor
AF-Q9P1U1-F1-model_v4,ACTR3B,Q9P1U1,"Cytoplasm, cytoskeleton;Cell projection",u,receptor
AF-Q9P1W3-F1-model_v4,TMEM63C,Q9P1W3,Cell membrane,u,receptor
AF-Q9P1W8-F1-model_v4,SIRPG,Q9P1W8,Membrane,u,receptor
AF-Q9P1Z3-F1-model_v4,HCN3,Q9P1Z3,Cell membrane,u,receptor
AF-Q9P202-F1-model_v4,WHRN,Q9P202,"Cytoplasm;Cell projection, stereocilium;Cell projection, growth cone;Photoreceptor inner segment;Synapse",u,receptor
AF-Q9P212-F1-model_v4,PLCE1,Q9P212,"Cytoplasm, cytosol;Cell membrane;Golgi apparatus membrane;Cell projection, lamellipodium",u,receptor
AF-Q9P218-F1-model_v4,COL20A1,Q9P218,"Secreted, extracellular space",u,ligand
AF-Q9P232-F1-model_v4,CNTN3,Q9P232,Cell membrane,c,ligand
AF-Q9P241-F1-model_v4,ATP10D,Q9P241,Cell membrane;Endoplasmic reticulum membrane,u,receptor
AF-Q9P244-F1-model_v4,LRFN1,Q9P244,Membrane;Synapse;Postsynaptic density membrane,u,receptor
AF-Q9P258-F1-model_v4,RCC2,Q9P258,"Nucleus, nucleolus;Nucleus;Cytoplasm, cytoskeleton;Chromosome, centromere;Cytoplasm, cytoskeleton, spindle;Chromosome;Midbody;Cell membrane",u,receptor
AF-Q9P265-F1-model_v4,DIP2B,Q9P265,"Cell projection, dendrite;Cell projection, axon;Perikaryon",u,receptor
AF-Q9P273-F1-model_v4,TENM3,Q9P273,"Cell membrane;Cell projection, axon",u,receptor
AF-Q9P283-F1-model_v4,SEMA5B,Q9P283,Membrane,u,receptor
AF-Q9P296-F1-model_v4,C5AR2,Q9P296,Cell membrane,c,receptor
AF-Q9P298-F1-model_v4,HIGD1B,Q9P298,Membrane,u,receptor
AF-Q9P2B4-F1-model_v4,CTTNBP2NL,Q9P2B4,"Cell projection, lamellipodium;Cytoplasm, cytoskeleton, stress fiber",u,receptor
AF-Q9P2C4-F1-model_v4,TMEM181,Q9P2C4,Membrane,u,receptor
AF-Q9P2D0-F1-model_v4,IBTK,Q9P2D0,Cytoplasm;Membrane;Nucleus,u,receptor
AF-Q9P2D8-F1-model_v4,UNC79,Q9P2D8,Cell membrane,u,receptor
AF-Q9P2E2-F1-model_v4,KIF17,Q9P2E2,"Cytoplasm, cytoskeleton;Cell projection, cilium;Cell projection, dendrite",u,receptor
AF-Q9P2E7-F1-model_v4,PCDH10,Q9P2E7,Cell membrane,u,receptor
AF-Q9P2J2-F1-model_v4,IGSF9,Q9P2J2,Cell membrane;Synapse,u,receptor
AF-Q9P2K2-F1-model_v4,TXNDC16,Q9P2K2,Secreted;Endoplasmic reticulum lumen,u,ligand
AF-Q9P2M7-F1-model_v4,CGN,Q9P2M7,"Cell junction, tight junction",c,ligand
AF-Q9P2N4-F1-model_v4,ADAMTS9,Q9P2N4,"Secreted, extracellular space, extracellular matrix;Endoplasmic reticulum",u,ligand
AF-Q9P2P1-F1-model_v4,NYNRIN,Q9P2P1,Membrane,u,receptor
AF-Q9P2S2-F1-model_v4,NRXN2,Q9P2S2,Membrane,c,receptor
AF-Q9P2U7-F1-model_v4,SLC17A7,Q9P2U7,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Cell membrane;Synapse, synaptosome",c,receptor
AF-Q9P2U8-F1-model_v4,SLC17A6,Q9P2U8,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Synapse, synaptosome;Cell membrane",u,receptor
AF-Q9P2W3-F1-model_v4,GNG13,Q9P2W3,Cell membrane,u,receptor
AF-Q9P2W7-F1-model_v4,B3GAT1,Q9P2W7,Golgi apparatus membrane;Secreted;Golgi apparatus membrane;Endoplasmic reticulum membrane;Secreted,u,ligand
AF-Q9UBB6-F1-model_v4,NCDN,Q9UBB6,"Cytoplasm, cytosol;Endosome membrane;Cell projection, dendrite;Postsynapse",u,receptor
AF-Q9UBC2-F1-model_v4,EPS15L1,Q9UBC2,"Cell membrane;Nucleus;Membrane, coated pit",u,receptor
AF-Q9UBC7-F1-model_v4,GALP,Q9UBC7,Secreted,c,ligand
AF-Q9UBD3-F1-model_v4,XCL2,Q9UBD3,Secreted,c,ligand
AF-Q9UBD6-F1-model_v4,RHCG,Q9UBD6,Apical cell membrane,u,receptor
AF-Q9UBD9-F1-model_v4,CLCF1,Q9UBD9,Secreted,c,ligand
AF-Q9UBF9-F1-model_v4,MYOT,Q9UBF9,"Cell membrane, sarcolemma;Cytoplasm, cytoskeleton;Cytoplasm, myofibril, sarcomere, Z line",u,receptor
AF-Q9UBG0-F1-model_v4,MRC2,Q9UBG0,Membrane,c,receptor
AF-Q9UBH0-F1-model_v4,IL36RN,Q9UBH0,Cytoplasm;Secreted,c,receptor
AF-Q9UBH6-F1-model_v4,XPR1,Q9UBH6,Cell membrane,u,receptor
AF-Q9UBI4-F1-model_v4,STOML1,Q9UBI4,Membrane;Late endosome membrane;Membrane raft;Cell membrane;Cytoplasmic vesicle,u,receptor
AF-Q9UBI6-F1-model_v4,GNG12,Q9UBI6,Cell membrane,u,receptor
AF-Q9UBK5-F1-model_v4,HCST,Q9UBK5,Membrane,u,receptor
AF-Q9UBL6-F1-model_v4,CPNE7,Q9UBL6,Cytoplasm;Nucleus;Cell membrane,u,receptor
AF-Q9UBL9-F1-model_v4,P2RX2,Q9UBL9,Cell membrane,u,receptor
AF-Q9UBM4-F1-model_v4,OPTC,Q9UBM4,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UBN1-F1-model_v4,CACNG4,Q9UBN1,Cell membrane,u,receptor
AF-Q9UBN4-F1-model_v4,TRPC4,Q9UBN4,Membrane;Cell membrane,u,receptor
AF-Q9UBN6-F1-model_v4,TNFRSF10D,Q9UBN6,Membrane,c,receptor
AF-Q9UBN7-F1-model_v4,HDAC6,Q9UBN7,"Cytoplasm;Cytoplasm, cytoskeleton;Nucleus;Perikaryon;Cell projection, dendrite;Cell projection, axon;Cell projection, cilium",u,receptor
AF-Q9UBP0-F1-model_v4,SPAST,Q9UBP0,"Membrane;Endoplasmic reticulum;Midbody;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton;Cytoplasm, perinuclear region;Nucleus;Cytoplasm, cytoskeleton, spindle;Cytoplasm;Cell projection, axon;Endoplasmic reticulum membrane;Nucleus membrane;Lipid droplet;Cytoplasm, cytoskeleton;Endosome;Cytoplasm;Endosome;Nucleus membrane;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",u,receptor
AF-Q9UBP4-F1-model_v4,DKK3,Q9UBP4,Secreted,c,ligand
AF-Q9UBQ0-F1-model_v4,VPS29,Q9UBQ0,Cytoplasm;Membrane;Endosome membrane;Early endosome;Late endosome,u,receptor
AF-Q9UBQ6-F1-model_v4,EXTL2,Q9UBQ6,Endoplasmic reticulum membrane;Secreted,u,ligand
AF-Q9UBR5-F1-model_v4,CKLF,Q9UBR5,Secreted;Membrane;Membrane,c,ligand
AF-Q9UBS5-F1-model_v4,GABBR1,Q9UBS5,"Cell membrane;Postsynaptic cell membrane;Cell projection, dendrite;Secreted",u,ligand
AF-Q9UBT3-F1-model_v4,DKK4,Q9UBT3,Secreted,c,ligand
AF-Q9UBT7-F1-model_v4,CTNNAL1,Q9UBT7,"Cytoplasm, cytoskeleton;Cell membrane",u,receptor
AF-Q9UBU2-F1-model_v4,DKK2,Q9UBU2,Secreted,c,ligand
AF-Q9UBU3-F1-model_v4,GHRL,Q9UBU3,Secreted,c,ligand
AF-Q9UBU6-F1-model_v4,FAM8A1,Q9UBU6,Membrane,u,receptor
AF-Q9UBV4-F1-model_v4,WNT16,Q9UBV4,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q9UBV8-F1-model_v4,PEF1,Q9UBV8,"Cytoplasm;Endoplasmic reticulum;Membrane;Cytoplasmic vesicle, COPII-coated vesicle membrane",u,receptor
AF-Q9UBW5-F1-model_v4,BIN2,Q9UBW5,"Cytoplasm;Cell projection, podosome membrane;Cytoplasm, cell cortex;Cell projection, phagocytic cup",u,receptor
AF-Q9UBX5-F1-model_v4,FBLN5,Q9UBX5,"Secreted;Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UBX7-F1-model_v4,KLK11,Q9UBX7,Secreted;Golgi apparatus,u,ligand
AF-Q9UBY0-F1-model_v4,SLC9A2,Q9UBY0,Membrane,u,receptor
AF-Q9UBY5-F1-model_v4,LPAR3,Q9UBY5,Cell membrane,c,receptor
AF-Q9UDY2-F1-model_v4,TJP2,Q9UDY2,"Cell junction, adherens junction;Cell membrane;Cell junction, tight junction;Nucleus",u,receptor
AF-Q9UDY4-F1-model_v4,DNAJB4,Q9UDY4,Cytoplasm;Cell membrane,u,receptor
AF-Q9UEF7-F1-model_v4,KL,Q9UEF7,Cell membrane;Apical cell membrane;Secreted;Secreted,c,receptor
AF-Q9UEW3-F1-model_v4,MARCO,Q9UEW3,Cell membrane,c,receptor
AF-Q9UEY8-F1-model_v4,ADD3,Q9UEY8,"Cytoplasm, cytoskeleton;Cell membrane;Cytoplasm",u,receptor
AF-Q9UF02-F1-model_v4,CACNG5,Q9UF02,Membrane;Postsynaptic density membrane,u,receptor
AF-Q9UF11-F1-model_v4,PLEKHB1,Q9UF11,Membrane;Cytoplasm,u,receptor
AF-Q9UF33-F1-model_v4,EPHA6,Q9UF33,Membrane,c,receptor
AF-Q9UF47-F1-model_v4,DNAJC5B,Q9UF47,Membrane,u,receptor
AF-Q9UFP1-F1-model_v4,GASK1A,Q9UFP1,"Secreted;Endoplasmic reticulum;Golgi apparatus;Membrane, caveola",u,ligand
AF-Q9UG01-F1-model_v4,IFT172,Q9UG01,"Cell projection, cilium",u,receptor
AF-Q9UGC6-F1-model_v4,RGS17,Q9UGC6,"Membrane;Synapse, synaptosome;Nucleus;Cytoplasm",u,receptor
AF-Q9UGF5-F1-model_v4,OR14J1,Q9UGF5,Cell membrane,u,receptor
AF-Q9UGF6-F1-model_v4,OR5V1,Q9UGF6,Cell membrane,u,receptor
AF-Q9UGF7-F1-model_v4,OR12D3,Q9UGF7,Cell membrane,u,receptor
AF-Q9UGH3-F1-model_v4,SLC23A2,Q9UGH3,Cell membrane,u,receptor
AF-Q9UGI6-F1-model_v4,KCNN3,Q9UGI6,Membrane,u,receptor
AF-Q9UGM1-F1-model_v4,CHRNA9,Q9UGM1,Postsynaptic cell membrane;Cell membrane,u,receptor
AF-Q9UGM3-F1-model_v4,DMBT1,Q9UGM3,Secreted,u,ligand
AF-Q9UGM5-F1-model_v4,FETUB,Q9UGM5,Secreted,u,ligand
AF-Q9UGN4-F1-model_v4,CD300A,Q9UGN4,Cell membrane,u,receptor
AF-Q9UGQ2-F1-model_v4,CACFD1,Q9UGQ2,Membrane,u,receptor
AF-Q9UGT4-F1-model_v4,SUSD2,Q9UGT4,Cell membrane,u,receptor
AF-Q9UH03-F1-model_v4,SEPTIN3,Q9UH03,"Cytoplasm;Cytoplasm, cytoskeleton;Synapse",u,receptor
AF-Q9UH65-F1-model_v4,SWAP70,Q9UH65,"Cytoplasm;Cell membrane;Nucleus;Cell projection, lamellipodium;Cytoplasm, cytoskeleton",u,receptor
AF-Q9UHA7-F1-model_v4,IL36A,Q9UHA7,Cytoplasm;Secreted,c,ligand
AF-Q9UHB6-F1-model_v4,LIMA1,Q9UHB6,"Cytoplasm;Cell junction, focal adhesion;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, stress fiber;Cell membrane",u,receptor
AF-Q9UHC3-F1-model_v4,ASIC3,Q9UHC3,Cell membrane;Cytoplasm,u,receptor
AF-Q9UHC6-F1-model_v4,CNTNAP2,Q9UHC6,"Membrane;Cell projection, axon;Cell junction, paranodal septate junction",c,receptor
AF-Q9UHC9-F1-model_v4,NPC1L1,Q9UHC9,Apical cell membrane;Cell membrane;Cytoplasmic vesicle membrane,u,receptor
AF-Q9UHD0-F1-model_v4,IL19,Q9UHD0,Secreted,c,ligand
AF-Q9UHD9-F1-model_v4,UBQLN2,Q9UHD9,"Cytoplasm;Nucleus;Membrane;Cytoplasmic vesicle, autophagosome",u,receptor
AF-Q9UHF0-F1-model_v4,TAC3,Q9UHF0,Secreted,c,ligand
AF-Q9UHF1-F1-model_v4,EGFL7,Q9UHF1,"Secreted, extracellular space",u,ligand
AF-Q9UHF4-F1-model_v4,IL20RA,Q9UHF4,Membrane,c,receptor
AF-Q9UHF5-F1-model_v4,IL17B,Q9UHF5,Secreted,c,ligand
AF-Q9UHG0-F1-model_v4,DCDC2,Q9UHG0,"Cell projection, cilium;Cytoplasm, cytoskeleton, cilium axoneme;Cell projection, kinocilium;Cytoplasm, cytoskeleton",u,receptor
AF-Q9UHG2-F1-model_v4,PCSK1N,Q9UHG2,"Secreted;Golgi apparatus, trans-Golgi network",c,ligand
AF-Q9UHI5-F1-model_v4,SLC7A8,Q9UHI5,Cytoplasm;Basolateral cell membrane,u,receptor
AF-Q9UHI7-F1-model_v4,SLC23A1,Q9UHI7,Cell membrane,u,receptor
AF-Q9UHI8-F1-model_v4,ADAMTS1,Q9UHI8,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UHL4-F1-model_v4,DPP7,Q9UHL4,Lysosome;Cytoplasmic vesicle;Secreted,u,ligand
AF-Q9UHM6-F1-model_v4,OPN4,Q9UHM6,"Cell membrane;Cell projection, axon;Cell projection, dendrite;Perikaryon",u,receptor
AF-Q9UHN6-F1-model_v4,CEMIP2,Q9UHN6,Cell membrane,u,receptor
AF-Q9UHP7-F1-model_v4,CLEC2D,Q9UHP7,Cell membrane;Endoplasmic reticulum;Endoplasmic reticulum,c,ligand
AF-Q9UHQ9-F1-model_v4,CYB5R1,Q9UHQ9,Membrane,u,receptor
AF-Q9UHW9-F1-model_v4,SLC12A6,Q9UHW9,Basolateral cell membrane,u,receptor
AF-Q9UHX3-F1-model_v4,ADGRE2,Q9UHX3,"Cell membrane;Cell projection, ruffle membrane",c,receptor
AF-Q9UHY1-F1-model_v4,NRBP1,Q9UHY1,"Cytoplasm, cell cortex;Endomembrane system;Cell projection, lamellipodium",u,receptor
AF-Q9UI08-F1-model_v4,EVL,Q9UI08,"Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, stress fiber;Cell projection, lamellipodium",u,receptor
AF-Q9UI14-F1-model_v4,RABAC1,Q9UI14,"Cell membrane;Cytoplasm;Golgi apparatus;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle",u,receptor
AF-Q9UI33-F1-model_v4,SCN11A,Q9UI33,Cell membrane,u,receptor
AF-Q9UI40-F1-model_v4,SLC24A2,Q9UI40,Cell membrane,u,receptor
AF-Q9UI42-F1-model_v4,CPA4,Q9UI42,Secreted,u,ligand
AF-Q9UIA0-F1-model_v4,CYTH4,Q9UIA0,Cell membrane,u,receptor
AF-Q9UIB8-F1-model_v4,CD84,Q9UIB8,Cell membrane,u,receptor
AF-Q9UIG4-F1-model_v4,PSORS1C2,Q9UIG4,Secreted,u,ligand
AF-Q9UIG8-F1-model_v4,SLCO3A1,Q9UIG8,Cell membrane,u,receptor
AF-Q9UIJ5-F1-model_v4,ZDHHC2,Q9UIJ5,Postsynaptic density;Postsynaptic recycling endosome membrane;Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus membrane,u,receptor
AF-Q9UIK5-F1-model_v4,TMEFF2,Q9UIK5,Membrane;Membrane;Secreted,u,ligand
AF-Q9UIQ6-F1-model_v4,LNPEP,Q9UIQ6,Cell membrane;Secreted,u,ligand
AF-Q9UIR0-F1-model_v4,BTNL2,Q9UIR0,Membrane,u,receptor
AF-Q9UIW2-F1-model_v4,PLXNA1,Q9UIW2,Cell membrane,c,receptor
AF-Q9UIX4-F1-model_v4,KCNG1,Q9UIX4,Cell membrane,u,receptor
AF-Q9UJ14-F1-model_v4,GGT7,Q9UJ14,Membrane,u,receptor
AF-Q9UJ42-F1-model_v4,GPR160,Q9UJ42,Cell membrane,u,receptor
AF-Q9UJ68-F1-model_v4,MSRA,Q9UJ68,Mitochondrion;Cytoplasm;Cytoplasm;Nucleus;Cytoplasm;Membrane,u,receptor
AF-Q9UJ71-F1-model_v4,CD207,Q9UJ71,Membrane,u,receptor
AF-Q9UJ90-F1-model_v4,KCNE5,Q9UJ90,Membrane,u,receptor
AF-Q9UJ96-F1-model_v4,KCNG2,Q9UJ96,Membrane,u,receptor
AF-Q9UJ99-F1-model_v4,CDH22,Q9UJ99,Cell membrane,u,receptor
AF-Q9UJA9-F1-model_v4,ENPP5,Q9UJA9,Secreted;Membrane,u,ligand
AF-Q9UJD0-F1-model_v4,RIMS3,Q9UJD0,Synapse,u,receptor
AF-Q9UJH8-F1-model_v4,METRN,Q9UJH8,Secreted,u,ligand
AF-Q9UJJ9-F1-model_v4,GNPTG,Q9UJJ9,Secreted;Golgi apparatus,u,ligand
AF-Q9UJM3-F1-model_v4,ERRFI1,Q9UJM3,Cytoplasm;Cell membrane;Nucleus,u,receptor
AF-Q9UJQ1-F1-model_v4,LAMP5,Q9UJQ1,"Cell membrane;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane;Endosome membrane;Cytoplasmic vesicle membrane;Cell projection, dendrite;Cell projection, growth cone membrane;Early endosome membrane;Recycling endosome",u,receptor
AF-Q9UJT1-F1-model_v4,TUBD1,Q9UJT1,"Nucleus;Cytoplasm;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole;Cell projection, cilium",u,receptor
AF-Q9UJU6-F1-model_v4,DBNL,Q9UJU6,"Cytoplasm, cytoskeleton;Cell projection, lamellipodium;Cell projection, ruffle;Cytoplasm, cell cortex;Cytoplasm, cytosol;Synapse;Perikaryon;Cell projection, neuron projection;Cell membrane;Cytoplasmic vesicle, clathrin-coated vesicle membrane;Golgi apparatus membrane;Cell projection, podosome;Early endosome;Cell projection, dendrite;Postsynaptic density",u,receptor
AF-Q9UJW2-F1-model_v4,TINAG,Q9UJW2,"Secreted, extracellular space, extracellular matrix, basement membrane",u,ligand
AF-Q9UJZ1-F1-model_v4,STOML2,Q9UJZ1,"Cell membrane;Mitochondrion;Mitochondrion inner membrane;Mitochondrion intermembrane space;Membrane raft;Cytoplasm, cytoskeleton",u,receptor
AF-Q9UK00-F1-model_v4,C3orf18,Q9UK00,Membrane,u,receptor
AF-Q9UK05-F1-model_v4,GDF2,Q9UK05,Secreted,c,ligand
AF-Q9UK08-F1-model_v4,GNG8,Q9UK08,Cell membrane,u,receptor
AF-Q9UK17-F1-model_v4,KCND3,Q9UK17,"Cell membrane;Cell membrane, sarcolemma;Cell projection, dendrite",u,receptor
AF-Q9UK41-F1-model_v4,VPS28,Q9UK41,Cell membrane;Late endosome membrane,u,receptor
AF-Q9UK55-F1-model_v4,SERPINA10,Q9UK55,Secreted,u,ligand
AF-Q9UK85-F1-model_v4,DKKL1,Q9UK85,"Secreted;Cytoplasmic vesicle, secretory vesicle, acrosome",u,ligand
AF-Q9UKB5-F1-model_v4,AJAP1,Q9UKB5,"Basolateral cell membrane;Apical cell membrane;Cell junction, adherens junction",u,receptor
AF-Q9UKC9-F1-model_v4,FBXL2,Q9UKC9,Membrane,u,receptor
AF-Q9UKF5-F1-model_v4,ADAM29,Q9UKF5,Membrane,u,receptor
AF-Q9UKG1-F1-model_v4,APPL1,Q9UKG1,"Early endosome membrane;Nucleus;Cytoplasm;Endosome;Cell projection, ruffle;Cytoplasmic vesicle, phagosome",u,receptor
AF-Q9UKG4-F1-model_v4,SLC13A4,Q9UKG4,Membrane,u,receptor
AF-Q9UKJ0-F1-model_v4,PILRB,Q9UKJ0,Membrane,u,receptor
AF-Q9UKJ1-F1-model_v4,PILRA,Q9UKJ1,Cell membrane;Cell membrane;Secreted;Secreted,c,receptor
AF-Q9UKJ5-F1-model_v4,CHIC2,Q9UKJ5,Cell membrane;Cytoplasmic vesicle,u,receptor
AF-Q9UKJ8-F1-model_v4,ADAM21,Q9UKJ8,Membrane,u,receptor
AF-Q9UKL2-F1-model_v4,OR52A1,Q9UKL2,Cell membrane,u,receptor
AF-Q9UKL4-F1-model_v4,GJD2,Q9UKL4,"Cell membrane;Cell junction, gap junction",u,receptor
AF-Q9UKN1-F1-model_v4,MUC12,Q9UKN1,Membrane,u,receptor
AF-Q9UKP4-F1-model_v4,ADAMTS7,Q9UKP4,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UKP5-F1-model_v4,ADAMTS6,Q9UKP5,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q9UKP6-F1-model_v4,UTS2R,Q9UKP6,Cell membrane,c,receptor
AF-Q9UKQ2-F1-model_v4,ADAM28,Q9UKQ2,Cell membrane;Secreted,c,ligand
AF-Q9UKQ9-F1-model_v4,KLK9,Q9UKQ9,Secreted,u,ligand
AF-Q9UKR0-F1-model_v4,KLK12,Q9UKR0,Secreted,u,ligand
AF-Q9UKR3-F1-model_v4,KLK13,Q9UKR3,Secreted,u,ligand
AF-Q9UKR8-F1-model_v4,TSPAN16,Q9UKR8,Membrane,u,receptor
AF-Q9UKS6-F1-model_v4,PACSIN3,Q9UKS6,Cytoplasm;Cell membrane,u,receptor
AF-Q9UKU6-F1-model_v4,TRHDE,Q9UKU6,Membrane,u,receptor
AF-Q9UKU9-F1-model_v4,ANGPTL2,Q9UKU9,Secreted,c,ligand
